ubicageo_d,entidad_c,entifed1,municip1,mariamtt,mariam1,mariam2
20268,20,OAXACA,SAN MIGUEL EJUTLA,0,0,0
20269,20,OAXACA,SAN MIGUEL EL GRANDE,0,0,0
20270,20,OAXACA,SAN MIGUEL HUAUTLA,0,0,0
20271,20,OAXACA,SAN MIGUEL MIXTEPEC,0,0,0
20272,20,OAXACA,SAN MIGUEL PANIXTLAHUACA,0,0,0
20273,20,OAXACA,SAN MIGUEL PERAS,0,0,0
20274,20,OAXACA,SAN MIGUEL PIEDRAS,0,0,0
20275,20,OAXACA,SAN MIGUEL QUETZALTEPEC,0,0,0
20276,20,OAXACA,SAN MIGUEL SANTA FLOR,0,0,0
20277,20,OAXACA,VILLA SOLA DE VEGA,0,0,0
20278,20,OAXACA,SAN MIGUEL SOYALTEPEC,0,0,0
20279,20,OAXACA,SAN MIGUEL SUCHIXTEPEC,0,0,0
20280,20,OAXACA,VILLA TALEA DE CASTRO,0,0,0
20281,20,OAXACA,SAN MIGUEL TECOMATLÁN,0,0,0
20282,20,OAXACA,SAN MIGUEL TENANGO,0,0,0
20283,20,OAXACA,SAN MIGUEL TEQUIXTEPEC,0,0,0
20284,20,OAXACA,SAN MIGUEL TILQUIÁPAM,0,0,0
20285,20,OAXACA,SAN MIGUEL TLACAMAMA,0,0,0
20286,20,OAXACA,SAN MIGUEL TLACOTEPEC,0,0,0
20287,20,OAXACA,SAN MIGUEL TULANCINGO,0,0,0
20288,20,OAXACA,SAN MIGUEL YOTAO,0,0,0
20289,20,OAXACA,SAN NICOLÁS,0,0,0
20290,20,OAXACA,SAN NICOLÁS HIDALGO,0,0,0
20291,20,OAXACA,SAN PABLO COATLÁN,0,0,0
20292,20,OAXACA,SAN PABLO CUATRO VENADOS,0,0,0
20293,20,OAXACA,SAN PABLO ETLA,0,0,0
20294,20,OAXACA,SAN PABLO HUITZO,0,0,0
20295,20,OAXACA,SAN PABLO HUIXTEPEC,0,0,0
20296,20,OAXACA,SAN PABLO MACUILTIANGUIS,0,0,0
20297,20,OAXACA,SAN PABLO TIJALTEPEC,0,0,0
20298,20,OAXACA,SAN PABLO VILLA DE MITLA,0,0,0
20299,20,OAXACA,SAN PABLO YAGANIZA,0,0,0
20300,20,OAXACA,SAN PEDRO AMUZGOS,0,0,0
20301,20,OAXACA,SAN PEDRO APÓSTOL,0,0,0
20302,20,OAXACA,SAN PEDRO ATOYAC,0,0,0
20303,20,OAXACA,SAN PEDRO CAJONOS,0,0,0
20304,20,OAXACA,SAN PEDRO COXCALTEPEC CÁNTAROS,0,0,0
20305,20,OAXACA,SAN PEDRO COMITANCILLO,0,0,0
20306,20,OAXACA,SAN PEDRO EL ALTO,0,0,0
20307,20,OAXACA,SAN PEDRO HUAMELULA,0,0,0
20308,20,OAXACA,SAN PEDRO HUILOTEPEC,0,0,0
20309,20,OAXACA,SAN PEDRO IXCATLÁN,0,0,0
20310,20,OAXACA,SAN PEDRO IXTLAHUACA,0,0,0
20311,20,OAXACA,SAN PEDRO JALTEPETONGO,0,0,0
20312,20,OAXACA,SAN PEDRO JICAYÁN,0,0,0
20313,20,OAXACA,SAN PEDRO JOCOTIPAC,0,0,0
20314,20,OAXACA,SAN PEDRO JUCHATENGO,0,0,0
20315,20,OAXACA,SAN PEDRO MÁRTIR,0,0,0
20316,20,OAXACA,SAN PEDRO MÁRTIR QUIECHAPA,0,0,0
20317,20,OAXACA,SAN PEDRO MÁRTIR YUCUXACO,0,0,0
20318,20,OAXACA,SAN PEDRO MIXTEPEC -DTO. 22 -,0,0,0
20319,20,OAXACA,SAN PEDRO MIXTEPEC -DTO. 26 -,0,0,0
20320,20,OAXACA,SAN PEDRO MOLINOS,0,0,0
20321,20,OAXACA,SAN PEDRO NOPALA,0,0,0
20322,20,OAXACA,SAN PEDRO OCOPETATILLO,0,0,0
20323,20,OAXACA,SAN PEDRO OCOTEPEC,0,0,0
20324,20,OAXACA,SAN PEDRO POCHUTLA,0,0,0
20325,20,OAXACA,SAN PEDRO QUIATONI,0,0,0
20326,20,OAXACA,SAN PEDRO SOCHIÁPAM,0,0,0
20327,20,OAXACA,SAN PEDRO TAPANATEPEC,0,0,0
20328,20,OAXACA,SAN PEDRO TAVICHE,0,0,0
20329,20,OAXACA,SAN PEDRO TEOZACOALCO,0,0,0
20330,20,OAXACA,SAN PEDRO TEUTILA,0,0,0
20331,20,OAXACA,SAN PEDRO TIDAÁ,0,0,0
20332,20,OAXACA,SAN PEDRO TOPILTEPEC,0,0,0
20333,20,OAXACA,SAN PEDRO TOTOLÁPAM,0,0,0
20334,20,OAXACA,VILLA DE TUTUTEPEC DE MELCHOR OCAMPO,0,0,0
20335,20,OAXACA,SAN PEDRO YANERI,0,0,0
20336,20,OAXACA,SAN PEDRO YÓLOX,0,0,0
20337,20,OAXACA,SAN PEDRO Y SAN PABLO AYUTLA,0,0,0
20338,20,OAXACA,VILLA DE ETLA,0,0,0
20339,20,OAXACA,SAN PEDRO Y SAN PABLO TEPOSCOLULA,0,0,0
20340,20,OAXACA,SAN PEDRO Y SAN PABLO TEQUIXTEPEC,0,0,0
20341,20,OAXACA,SAN PEDRO YUCUNAMA,0,0,0
20342,20,OAXACA,SAN RAYMUNDO JALPAN,0,0,0
20343,20,OAXACA,SAN SEBASTIÁN ABASOLO,0,0,0
20344,20,OAXACA,SAN SEBASTIÁN COATLÁN,0,0,0
20345,20,OAXACA,SAN SEBASTIÁN IXCAPA,0,0,0
20346,20,OAXACA,SAN SEBASTIÁN NICANANDUTA,0,0,0
20347,20,OAXACA,SAN SEBASTIÁN RÍO HONDO,0,0,0
20348,20,OAXACA,SAN SEBASTIÁN TECOMAXTLAHUACA,0,0,0
20349,20,OAXACA,SAN SEBASTIÁN TEITIPAC,0,0,0
20350,20,OAXACA,SAN SEBASTIÁN TUTLA,0,0,0
20351,20,OAXACA,SAN SIMÓN ALMOLONGAS,0,0,0
20352,20,OAXACA,SAN SIMÓN ZAHUATLÁN,0,0,0
20353,20,OAXACA,SANTA ANA,0,0,0
20354,20,OAXACA,SANTA ANA ATEIXTLAHUACA,0,0,0
20355,20,OAXACA,SANTA ANA CUAUHTÉMOC,0,0,0
20356,20,OAXACA,SANTA ANA DEL VALLE,0,0,0
20357,20,OAXACA,SANTA ANA TAVELA,0,0,0
20358,20,OAXACA,SANTA ANA TLAPACOYAN,0,0,0
20359,20,OAXACA,SANTA ANA YARENI,0,0,0
20360,20,OAXACA,SANTA ANA ZEGACHE,0,0,0
20361,20,OAXACA,SANTA CATALINA QUIERÍ,0,0,0
20362,20,OAXACA,SANTA CATARINA CUIXTLA,0,0,0
20363,20,OAXACA,SANTA CATARINA IXTEPEJI,0,0,0
20364,20,OAXACA,SANTA CATARINA JUQUILA,0,0,0
20365,20,OAXACA,SANTA CATARINA LACHATAO,0,0,0
20366,20,OAXACA,SANTA CATARINA LOXICHA,0,0,0
20367,20,OAXACA,SANTA CATARINA MECHOACÁN,0,0,0
20368,20,OAXACA,SANTA CATARINA MINAS,0,0,0
20369,20,OAXACA,SANTA CATARINA QUIANÉ,0,0,0
20370,20,OAXACA,SANTA CATARINA TAYATA,0,0,0
20371,20,OAXACA,SANTA CATARINA TICUÁ,0,0,0
20372,20,OAXACA,SANTA CATARINA YOSONOTÚ,0,0,0
20373,20,OAXACA,SANTA CATARINA ZAPOQUILA,0,0,0
20374,20,OAXACA,SANTA CRUZ ACATEPEC,0,0,0
20375,20,OAXACA,SANTA CRUZ AMILPAS,0,0,0
20376,20,OAXACA,SANTA CRUZ DE BRAVO,0,0,0
20377,20,OAXACA,SANTA CRUZ ITUNDUJIA,0,0,0
20378,20,OAXACA,SANTA CRUZ MIXTEPEC,0,0,0
20379,20,OAXACA,SANTA CRUZ NUNDACO,0,0,0
20380,20,OAXACA,SANTA CRUZ PAPALUTLA,0,0,0
20381,20,OAXACA,SANTA CRUZ TACACHE DE MINA,0,0,0
20382,20,OAXACA,SANTA CRUZ TACAHUA,0,0,0
20383,20,OAXACA,SANTA CRUZ TAYATA,0,0,0
20384,20,OAXACA,SANTA CRUZ XITLA,0,0,0
20385,20,OAXACA,SANTA CRUZ XOXOCOTLÁN,0,0,0
20386,20,OAXACA,SANTA CRUZ ZENZONTEPEC,0,0,0
20387,20,OAXACA,SANTA GERTRUDIS,0,0,0
20388,20,OAXACA,SANTA INÉS DEL MONTE,0,0,0
20389,20,OAXACA,SANTA INÉS YATZECHE,0,0,0
20390,20,OAXACA,SANTA LUCÍA DEL CAMINO,0,0,0
20391,20,OAXACA,SANTA LUCÍA MIAHUATLÁN,0,0,0
20392,20,OAXACA,SANTA LUCÍA MONTEVERDE,0,0,0
20393,20,OAXACA,SANTA LUCÍA OCOTLÁN,0,0,0
20394,20,OAXACA,SANTA MARÍA ALOTEPEC,0,0,0
20395,20,OAXACA,SANTA MARÍA APAZCO,0,0,0
20396,20,OAXACA,SANTA MARÍA LA ASUNCIÓN,0,0,0
20397,20,OAXACA,HEROICA CIUDAD DE TLAXIACO,0,0,0
20398,20,OAXACA,AYOQUEZCO DE ALDAMA,0,0,0
20399,20,OAXACA,SANTA MARÍA ATZOMPA,0,0,0
20400,20,OAXACA,SANTA MARÍA CAMOTLÁN,0,0,0
20401,20,OAXACA,SANTA MARÍA COLOTEPEC,0,0,0
20402,20,OAXACA,SANTA MARÍA CORTIJO,0,0,0
20403,20,OAXACA,SANTA MARÍA COYOTEPEC,0,0,0
20404,20,OAXACA,SANTA MARÍA CHACHOÁPAM,0,0,0
20405,20,OAXACA,VILLA DE CHILAPA DE DÍAZ,0,0,0
20406,20,OAXACA,SANTA MARÍA CHILCHOTLA,0,0,0
20407,20,OAXACA,SANTA MARÍA CHIMALAPA,0,0,0
20408,20,OAXACA,SANTA MARÍA DEL ROSARIO,0,0,0
20409,20,OAXACA,SANTA MARÍA DEL TULE,0,0,0
20410,20,OAXACA,SANTA MARÍA ECATEPEC,0,0,0
20411,20,OAXACA,SANTA MARÍA GUELACÉ,0,0,0
20412,20,OAXACA,SANTA MARÍA GUIENAGATI,0,0,0
20413,20,OAXACA,SANTA MARÍA HUATULCO,0,0,0
20414,20,OAXACA,SANTA MARÍA HUAZOLOTITLÁN,0,0,0
20415,20,OAXACA,SANTA MARÍA IPALAPA,0,0,0
20416,20,OAXACA,SANTA MARÍA IXCATLÁN,0,0,0
20417,20,OAXACA,SANTA MARÍA JACATEPEC,0,0,0
20418,20,OAXACA,SANTA MARÍA JALAPA DEL MARQUÉS,0,0,0
20419,20,OAXACA,SANTA MARÍA JALTIANGUIS,0,0,0
20420,20,OAXACA,SANTA MARÍA LACHIXÍO,0,0,0
20421,20,OAXACA,SANTA MARÍA MIXTEQUILLA,0,0,0
20422,20,OAXACA,SANTA MARÍA NATIVITAS,0,0,0
20423,20,OAXACA,SANTA MARÍA NDUAYACO,0,0,0
20424,20,OAXACA,SANTA MARÍA OZOLOTEPEC,0,0,0
20425,20,OAXACA,SANTA MARÍA PÁPALO,0,0,0
20426,20,OAXACA,SANTA MARÍA PEÑOLES,0,0,0
20427,20,OAXACA,SANTA MARÍA PETAPA,0,0,0
20428,20,OAXACA,SANTA MARÍA QUIEGOLANI,0,0,0
20429,20,OAXACA,SANTA MARÍA SOLA,0,0,0
20430,20,OAXACA,SANTA MARÍA TATALTEPEC,0,0,0
20431,20,OAXACA,SANTA MARÍA TECOMAVACA,0,0,0
20432,20,OAXACA,SANTA MARÍA TEMAXCALAPA,0,0,0
20433,20,OAXACA,SANTA MARÍA TEMAXCALTEPEC,0,0,0
20434,20,OAXACA,SANTA MARÍA TEOPOXCO,0,0,0
20435,20,OAXACA,SANTA MARÍA TEPANTLALI,0,0,0
20436,20,OAXACA,SANTA MARÍA TEXCATITLÁN,0,0,0
20437,20,OAXACA,SANTA MARÍA TLAHUITOLTEPEC,0,0,0
20438,20,OAXACA,SANTA MARÍA TLALIXTAC,0,0,0
20439,20,OAXACA,SANTA MARÍA TONAMECA,0,0,0
20440,20,OAXACA,SANTA MARÍA TOTOLAPILLA,0,0,0
20441,20,OAXACA,SANTA MARÍA XADANI,0,0,0
20442,20,OAXACA,SANTA MARÍA YALINA,0,0,0
20443,20,OAXACA,SANTA MARÍA YAVESÍA,0,0,0
20444,20,OAXACA,SANTA MARÍA YOLOTEPEC,0,0,0
20445,20,OAXACA,SANTA MARÍA YOSOYÚA,0,0,0
20446,20,OAXACA,SANTA MARÍA YUCUHITI,0,0,0
20447,20,OAXACA,SANTA MARÍA ZACATEPEC,0,0,0
20448,20,OAXACA,SANTA MARÍA ZANIZA,0,0,0
20449,20,OAXACA,SANTA MARÍA ZOQUITLÁN,0,0,0
20450,20,OAXACA,SANTIAGO AMOLTEPEC,0,0,0
20451,20,OAXACA,SANTIAGO APOALA,0,0,0
20452,20,OAXACA,SANTIAGO APÓSTOL,0,0,0
20453,20,OAXACA,SANTIAGO ASTATA,0,0,0
20454,20,OAXACA,SANTIAGO ATITLÁN,0,0,0
20455,20,OAXACA,SANTIAGO AYUQUILILLA,0,0,0
20456,20,OAXACA,SANTIAGO CACALOXTEPEC,0,0,0
20457,20,OAXACA,SANTIAGO CAMOTLÁN,0,0,0
20458,20,OAXACA,SANTIAGO COMALTEPEC,0,0,0
20459,20,OAXACA,SANTIAGO CHAZUMBA,0,0,0
20460,20,OAXACA,SANTIAGO CHOÁPAM,0,0,0
20461,20,OAXACA,SANTIAGO DEL RÍO,0,0,0
20462,20,OAXACA,SANTIAGO HUAJOLOTITLÁN,0,0,0
20463,20,OAXACA,SANTIAGO HUAUCLILLA,0,0,0
20464,20,OAXACA,SANTIAGO IHUITLÁN PLUMAS,0,0,0
20465,20,OAXACA,SANTIAGO IXCUINTEPEC,0,0,0
20466,20,OAXACA,SANTIAGO IXTAYUTLA,0,0,0
20467,20,OAXACA,SANTIAGO JAMILTEPEC,0,0,0
20468,20,OAXACA,SANTIAGO JOCOTEPEC,0,0,0
20469,20,OAXACA,SANTIAGO JUXTLAHUACA,0,0,0
20470,20,OAXACA,SANTIAGO LACHIGUIRI,0,0,0
20471,20,OAXACA,SANTIAGO LALOPA,0,0,0
20472,20,OAXACA,SANTIAGO LAOLLAGA,0,0,0
20473,20,OAXACA,SANTIAGO LAXOPA,0,0,0
20474,20,OAXACA,SANTIAGO LLANO GRANDE,0,0,0
20475,20,OAXACA,SANTIAGO MATATLÁN,0,0,0
20476,20,OAXACA,SANTIAGO MILTEPEC,0,0,0
20477,20,OAXACA,SANTIAGO MINAS,0,0,0
20478,20,OAXACA,SANTIAGO NACALTEPEC,0,0,0
20479,20,OAXACA,SANTIAGO NEJAPILLA,0,0,0
20480,20,OAXACA,SANTIAGO NUNDICHE,0,0,0
20481,20,OAXACA,SANTIAGO NUYOÓ,0,0,0
20482,20,OAXACA,SANTIAGO PINOTEPA NACIONAL,0,0,0
20483,20,OAXACA,SANTIAGO SUCHILQUITONGO,0,0,0
20484,20,OAXACA,SANTIAGO TAMAZOLA,0,0,0
20485,20,OAXACA,SANTIAGO TAPEXTLA,0,0,0
20486,20,OAXACA,VILLA TEJÚPAM DE LA UNIÓN,0,0,0
20487,20,OAXACA,SANTIAGO TENANGO,0,0,0
20488,20,OAXACA,SANTIAGO TEPETLAPA,0,0,0
20489,20,OAXACA,SANTIAGO TETEPEC,0,0,0
20490,20,OAXACA,SANTIAGO TEXCALCINGO,0,0,0
20491,20,OAXACA,SANTIAGO TEXTITLÁN,0,0,0
20492,20,OAXACA,SANTIAGO TILANTONGO,0,0,0
20493,20,OAXACA,SANTIAGO TILLO,0,0,0
20494,20,OAXACA,SANTIAGO TLAZOYALTEPEC,0,0,0
20495,20,OAXACA,SANTIAGO XANICA,0,0,0
20496,20,OAXACA,SANTIAGO XIACUÍ,0,0,0
20497,20,OAXACA,SANTIAGO YAITEPEC,0,0,0
20498,20,OAXACA,SANTIAGO YAVEO,0,0,0
20499,20,OAXACA,SANTIAGO YOLOMÉCATL,0,0,0
20500,20,OAXACA,SANTIAGO YOSONDÚA,0,0,0
20501,20,OAXACA,SANTIAGO YUCUYACHI,0,0,0
20502,20,OAXACA,SANTIAGO ZACATEPEC,0,0,0
20503,20,OAXACA,SANTIAGO ZOOCHILA,0,0,0
20504,20,OAXACA,NUEVO ZOQUIÁPAM,0,0,0
20505,20,OAXACA,SANTO DOMINGO INGENIO,0,0,0
20506,20,OAXACA,SANTO DOMINGO ALBARRADAS,0,0,0
20507,20,OAXACA,SANTO DOMINGO ARMENTA,0,0,0
20508,20,OAXACA,SANTO DOMINGO CHIHUITÁN,0,0,0
20509,20,OAXACA,SANTO DOMINGO DE MORELOS,0,0,0
20510,20,OAXACA,SANTO DOMINGO IXCATLÁN,0,0,0
20511,20,OAXACA,SANTO DOMINGO NUXAÁ,0,0,0
20512,20,OAXACA,SANTO DOMINGO OZOLOTEPEC,0,0,0
20513,20,OAXACA,SANTO DOMINGO PETAPA,0,0,0
20514,20,OAXACA,SANTO DOMINGO ROAYAGA,0,0,0
20515,20,OAXACA,SANTO DOMINGO TEHUANTEPEC,0,0,0
20516,20,OAXACA,SANTO DOMINGO TEOJOMULCO,0,0,0
20517,20,OAXACA,SANTO DOMINGO TEPUXTEPEC,0,0,0
20518,20,OAXACA,SANTO DOMINGO TLATAYÁPAM,0,0,0
20519,20,OAXACA,SANTO DOMINGO TOMALTEPEC,0,0,0
20520,20,OAXACA,SANTO DOMINGO TONALÁ,0,0,0
20521,20,OAXACA,SANTO DOMINGO TONALTEPEC,0,0,0
20522,20,OAXACA,SANTO DOMINGO XAGACÍA,0,0,0
20523,20,OAXACA,SANTO DOMINGO YANHUITLÁN,0,0,0
20524,20,OAXACA,SANTO DOMINGO YODOHINO,0,0,0
20525,20,OAXACA,SANTO DOMINGO ZANATEPEC,0,0,0
20526,20,OAXACA,SANTOS REYES NOPALA,0,0,0
20527,20,OAXACA,SANTOS REYES PÁPALO,0,0,0
20528,20,OAXACA,SANTOS REYES TEPEJILLO,0,0,0
20529,20,OAXACA,SANTOS REYES YUCUNÁ,0,0,0
20530,20,OAXACA,SANTO TOMÁS JALIEZA,0,0,0
20531,20,OAXACA,SANTO TOMÁS MAZALTEPEC,0,0,0
20532,20,OAXACA,SANTO TOMÁS OCOTEPEC,0,0,0
20533,20,OAXACA,SANTO TOMÁS TAMAZULAPAN,0,0,0
20534,20,OAXACA,SAN VICENTE COATLÁN,0,0,0
20535,20,OAXACA,SAN VICENTE LACHIXÍO,0,0,0
20536,20,OAXACA,SAN VICENTE NUÑÚ,0,0,0
20537,20,OAXACA,SILACAYOÁPAM,0,0,0
20538,20,OAXACA,SITIO DE XITLAPEHUA,0,0,0
20539,20,OAXACA,SOLEDAD ETLA,0,0,0
20540,20,OAXACA,VILLA DE TAMAZULÁPAM DEL PROGRESO,0,0,0
20541,20,OAXACA,TANETZE DE ZARAGOZA,0,0,0
20542,20,OAXACA,TANICHE,0,0,0
20543,20,OAXACA,TATALTEPEC DE VALDÉS,0,0,0
20544,20,OAXACA,TEOCOCUILCO DE MARCOS PÉREZ,0,0,0
20545,20,OAXACA,TEOTITLÁN DE FLORES MAGÓN,0,0,0
20546,20,OAXACA,TEOTITLÁN DEL VALLE,0,0,0
20547,20,OAXACA,TEOTONGO,0,0,0
20548,20,OAXACA,TEPELMEME VILLA DE MORELOS,0,0,0
20549,20,OAXACA,"HEROICA VILLA TEZOATLÁN DE SEGURA Y LUNA, CUNA DE LA INDEPENDENCIA DE OAXACA",0,0,0
20550,20,OAXACA,SAN JERÓNIMO TLACOCHAHUAYA,0,0,0
20551,20,OAXACA,TLACOLULA DE MATAMOROS,0,0,0
20552,20,OAXACA,TLACOTEPEC PLUMAS,0,0,0
20553,20,OAXACA,TLALIXTAC DE CABRERA,0,0,0
20554,20,OAXACA,TOTONTEPEC VILLA DE MORELOS,0,0,0
20555,20,OAXACA,TRINIDAD ZAACHILA,0,0,0
20556,20,OAXACA,LA TRINIDAD VISTA HERMOSA,0,0,0
20557,20,OAXACA,UNIÓN HIDALGO,0,0,0
20558,20,OAXACA,VALERIO TRUJANO,0,0,0
20559,20,OAXACA,SAN JUAN BAUTISTA VALLE NACIONAL,0,0,0
20560,20,OAXACA,VILLA DÍAZ ORDAZ,0,0,0
20561,20,OAXACA,YAXE,0,0,0
20562,20,OAXACA,MAGDALENA YODOCONO DE PORFIRIO DÍAZ,0,0,0
20563,20,OAXACA,YOGANA,0,0,0
20564,20,OAXACA,YUTANDUCHI DE GUERRERO,0,0,0
20565,20,OAXACA,VILLA DE ZAACHILA,0,0,0
20566,20,OAXACA,SAN MATEO YUCUTINDOO,0,0,0
20567,20,OAXACA,ZAPOTITLÁN LAGUNAS,0,0,0
20568,20,OAXACA,ZAPOTITLÁN PALMAS,0,0,0
20569,20,OAXACA,SANTA INÉS DE ZARAGOZA,0,0,0
20570,20,OAXACA,ZIMATLÁN DE ÁLVAREZ,0,0,0
20997,20,OAXACA,NO ESPECIFICADO,,,
21001,21,PUEBLA,ACAJETE,0,0,0
21002,21,PUEBLA,ACATENO,0,0,0
21003,21,PUEBLA,ACATLÁN,0,0,0
21004,21,PUEBLA,ACATZINGO,0,0,0
21005,21,PUEBLA,ACTEOPAN,0,0,0
21006,21,PUEBLA,AHUACATLÁN,0,0,0
21007,21,PUEBLA,AHUATLÁN,0,0,0
21008,21,PUEBLA,AHUAZOTEPEC,0,0,0
21009,21,PUEBLA,AHUEHUETITLA,0,0,0
21010,21,PUEBLA,AJALPAN,0,0,0
21011,21,PUEBLA,ALBINO ZERTUCHE,0,0,0
21012,21,PUEBLA,ALJOJUCA,0,0,0
21013,21,PUEBLA,ALTEPEXI,0,0,0
21014,21,PUEBLA,AMIXTLÁN,0,0,0
21015,21,PUEBLA,AMOZOC,0,0,0
21016,21,PUEBLA,AQUIXTLA,0,0,0
21017,21,PUEBLA,ATEMPAN,0,0,0
21018,21,PUEBLA,ATEXCAL,0,0,0
21019,21,PUEBLA,ATLIXCO,0,0,0
21020,21,PUEBLA,ATOYATEMPAN,0,0,0
21021,21,PUEBLA,ATZALA,0,0,0
21022,21,PUEBLA,ATZITZIHUACÁN,0,0,0
21023,21,PUEBLA,ATZITZINTLA,0,0,0
21024,21,PUEBLA,AXUTLA,0,0,0
21025,21,PUEBLA,AYOTOXCO DE GUERRERO,0,0,0
21026,21,PUEBLA,CALPAN,0,0,0
21027,21,PUEBLA,CALTEPEC,0,0,0
21028,21,PUEBLA,CAMOCUAUTLA,0,0,0
21029,21,PUEBLA,CAXHUACAN,0,0,0
21030,21,PUEBLA,COATEPEC,0,0,0
21031,21,PUEBLA,COATZINGO,0,0,0
21032,21,PUEBLA,COHETZALA,0,0,0
21033,21,PUEBLA,COHUECAN,0,0,0
21034,21,PUEBLA,CORONANGO,0,0,0
21035,21,PUEBLA,COXCATLÁN,0,0,0
21036,21,PUEBLA,COYOMEAPAN,0,0,0
21037,21,PUEBLA,COYOTEPEC,0,0,0
21038,21,PUEBLA,CUAPIAXTLA DE MADERO,0,0,0
21039,21,PUEBLA,CUAUTEMPAN,0,0,0
21040,21,PUEBLA,CUAUTINCHÁN,0,0,0
21041,21,PUEBLA,CUAUTLANCINGO,0,0,0
21042,21,PUEBLA,CUAYUCA DE ANDRADE,0,0,0
21043,21,PUEBLA,CUETZALAN DEL PROGRESO,0,0,0
21044,21,PUEBLA,CUYOACO,0,0,0
21045,21,PUEBLA,CHALCHICOMULA DE SESMA,0,0,0
21046,21,PUEBLA,CHAPULCO,0,0,0
21047,21,PUEBLA,CHIAUTLA,0,0,0
21048,21,PUEBLA,CHIAUTZINGO,0,0,0
21049,21,PUEBLA,CHICONCUAUTLA,0,0,0
21050,21,PUEBLA,CHICHIQUILA,0,0,0
21051,21,PUEBLA,CHIETLA,0,0,0
21052,21,PUEBLA,CHIGMECATITLÁN,0,0,0
21053,21,PUEBLA,CHIGNAHUAPAN,0,0,0
21054,21,PUEBLA,CHIGNAUTLA,0,0,0
21055,21,PUEBLA,CHILA,0,0,0
21056,21,PUEBLA,CHILA DE LA SAL,0,0,0
21057,21,PUEBLA,HONEY,0,0,0
21058,21,PUEBLA,CHILCHOTLA,0,0,0
21059,21,PUEBLA,CHINANTLA,0,0,0
21060,21,PUEBLA,DOMINGO ARENAS,0,0,0
21061,21,PUEBLA,ELOXOCHITLÁN,0,0,0
21062,21,PUEBLA,EPATLÁN,0,0,0
21063,21,PUEBLA,ESPERANZA,0,0,0
21064,21,PUEBLA,FRANCISCO Z. MENA,0,0,0
21065,21,PUEBLA,GENERAL FELIPE ÁNGELES,0,0,0
21066,21,PUEBLA,GUADALUPE,0,0,0
21067,21,PUEBLA,GUADALUPE VICTORIA,0,0,0
21068,21,PUEBLA,HERMENEGILDO GALEANA,0,0,0
21069,21,PUEBLA,HUAQUECHULA,0,0,0
21070,21,PUEBLA,HUATLATLAUCA,0,0,0
21071,21,PUEBLA,HUAUCHINANGO,0,0,0
21072,21,PUEBLA,HUEHUETLA,0,0,0
21073,21,PUEBLA,HUEHUETLÁN EL CHICO,0,0,0
21074,21,PUEBLA,HUEJOTZINGO,0,0,0
21075,21,PUEBLA,HUEYAPAN,0,0,0
21076,21,PUEBLA,HUEYTAMALCO,0,0,0
21077,21,PUEBLA,HUEYTLALPAN,0,0,0
21078,21,PUEBLA,HUITZILAN DE SERDÁN,0,0,0
21079,21,PUEBLA,HUITZILTEPEC,0,0,0
21080,21,PUEBLA,ATLEQUIZAYAN,0,0,0
21081,21,PUEBLA,IXCAMILPA DE GUERRERO,0,0,0
21082,21,PUEBLA,IXCAQUIXTLA,0,0,0
21083,21,PUEBLA,IXTACAMAXTITLÁN,0,0,0
21084,21,PUEBLA,IXTEPEC,0,0,0
21085,21,PUEBLA,IZÚCAR DE MATAMOROS,0,0,0
21086,21,PUEBLA,JALPAN,0,0,0
21087,21,PUEBLA,JOLALPAN,0,0,0
21088,21,PUEBLA,JONOTLA,0,0,0
21089,21,PUEBLA,JOPALA,0,0,0
21090,21,PUEBLA,JUAN C. BONILLA,0,0,0
21091,21,PUEBLA,JUAN GALINDO,0,0,0
21092,21,PUEBLA,JUAN N. MÉNDEZ,0,0,0
21093,21,PUEBLA,LAFRAGUA,0,0,0
21094,21,PUEBLA,LIBRES,0,0,0
21095,21,PUEBLA,LA MAGDALENA TLATLAUQUITEPEC,0,0,0
21096,21,PUEBLA,MAZAPILTEPEC DE JUÁREZ,0,0,0
21097,21,PUEBLA,MIXTLA,0,0,0
21098,21,PUEBLA,MOLCAXAC,0,0,0
21099,21,PUEBLA,CAÑADA MORELOS,0,0,0
21100,21,PUEBLA,NAUPAN,0,0,0
21101,21,PUEBLA,NAUZONTLA,0,0,0
21102,21,PUEBLA,NEALTICAN,0,0,0
21103,21,PUEBLA,NICOLÁS BRAVO,0,0,0
21104,21,PUEBLA,NOPALUCAN,0,0,0
21105,21,PUEBLA,OCOTEPEC,0,0,0
21106,21,PUEBLA,OCOYUCAN,0,0,0
21107,21,PUEBLA,OLINTLA,0,0,0
21108,21,PUEBLA,ORIENTAL,0,0,0
21109,21,PUEBLA,PAHUATLÁN,0,0,0
21110,21,PUEBLA,PALMAR DE BRAVO,0,0,0
21111,21,PUEBLA,PANTEPEC,0,0,0
21112,21,PUEBLA,PETLALCINGO,0,0,0
21113,21,PUEBLA,PIAXTLA,0,0,0
21114,21,PUEBLA,PUEBLA,0,0,0
21115,21,PUEBLA,QUECHOLAC,0,0,0
21116,21,PUEBLA,QUIMIXTLÁN,0,0,0
21117,21,PUEBLA,RAFAEL LARA GRAJALES,0,0,0
21118,21,PUEBLA,LOS REYES DE JUÁREZ,0,0,0
21119,21,PUEBLA,SAN ANDRÉS CHOLULA,0,0,0
21120,21,PUEBLA,SAN ANTONIO CAÑADA,0,0,0
